"Depth bin (m)","Efflux (Pg CO2)"
-1985,7.18633256186661e-06
-1984,6.19336713723365e-06
-1983,5.40327182219578e-06
-1982,2.05736417524568e-05
-1981,2.24348036650792e-05
-1980,1.33730124894645e-05
-1979,6.42186824759381e-06
-1978,1.21997158420885e-05
-1977,7.5006898678959e-06
-1976,1.9937256643011e-05
-1975,1.0797832927131e-05
-1974,6.12453353691062e-06
-1973,7.61535655519345e-06
-1972,1.93576719052045e-05
-1971,1.04466939163179e-05
-1970,4.88766090986423e-06
-1969,3.32644848386729e-06
-1968,1.43210438284527e-05
-1967,3.26756970410103e-05
-1966,3.00575536276363e-06
-1965,4.67160432543139e-06
-1964,6.9612022488892e-06
-1963,8.56693551426926e-06
-1962,4.4160705853134e-06
-1961,1.00354558287411e-05
-1960,7.98046774274897e-06
-1959,4.7707158566196e-06
-1958,5.28350128015574e-06
-1957,1.10520377516641e-05
-1956,9.25403088258635e-06
-1955,9.32857775085663e-06
-1954,6.53052775612835e-06
-1953,7.11660644101953e-06
-1952,1.06051682861727e-05
-1951,1.05369104454335e-05
-1950,2.1837126574043e-05
-1949,2.08645982404743e-05
-1948,1.53832282156141e-05
-1947,6.78258322532101e-06
-1946,7.57758859091356e-06
-1945,7.19363931303309e-06
-1944,1.62165004948858e-05
-1943,4.67565116619692e-06
-1942,8.93513692238057e-06
-1941,1.03317186349091e-05
-1940,1.53892182046558e-05
-1939,9.59301969477098e-06
-1938,1.73813301834148e-05
-1937,8.46108313752697e-06
-1936,1.66391651846245e-05
-1935,7.25657240434359e-06
-1934,8.34733292210215e-06
-1933,9.00174561293383e-06
-1932,1.2876973340508e-05
-1931,1.17407124566751e-05
-1930,6.07669272385766e-06
-1929,6.97161752102347e-06
-1928,2.30184118209984e-05
-1927,1.01427943486223e-05
-1926,1.54862507239603e-05
-1925,5.44421554510128e-06
-1924,1.37175399803096e-05
-1923,1.11275344172215e-05
-1922,4.33412775001317e-06
-1921,1.48582605610823e-05
-1920,1.0350029956605e-05
-1919,1.7771279840724e-05
-1918,8.00048647698946e-06
-1917,3.53433666497395e-06
-1916,8.44456737559169e-06
-1915,1.29945474368905e-05
-1914,2.46018315831504e-05
-1913,1.95956547248044e-05
-1912,8.44301909434861e-06
-1911,1.35786568545882e-05
-1910,1.09007480455396e-05
-1909,7.79102447114606e-06
-1908,1.27239313232154e-05
-1907,1.73281135582823e-05
-1906,1.63988579063991e-05
-1905,7.15053250056136e-06
-1904,1.14370784316758e-05
-1903,7.48832501802025e-06
-1902,7.80518073759831e-06
-1901,1.71462814100998e-05
-1900,7.4062841223976e-06
-1899,2.20889920774802e-05
-1898,1.77136673159768e-05
-1897,1.21973707831653e-05
-1896,1.13951173925678e-05
-1895,2.46631290108608e-05
-1894,6.50712263986974e-06
-1893,1.67689111076957e-05
-1892,4.43064852019312e-06
-1891,1.23240551333337e-05
-1890,2.3063004774091e-05
-1889,9.31173111960831e-06
-1888,3.92515231084545e-05
-1887,1.28788316548246e-05
-1886,7.99545206006954e-06
-1885,8.01667792368406e-06
-1884,2.05879791144799e-05
-1883,1.66472959433394e-05
-1882,9.04874702981475e-05
-1881,4.3744953535406e-06
-1880,9.29919028010447e-06
-1879,4.62775009321138e-06
-1878,2.64959254770548e-05
-1877,4.10241986994901e-06
-1876,1.33983589055741e-05
-1875,6.13762705667247e-06
-1874,1.41428775739681e-05
-1873,8.61772758711191e-06
-1872,8.9954714515687e-06
-1871,1.3938217754015e-05
-1870,1.29871555854256e-05
-1869,7.24891111815821e-06
-1868,9.88633964376396e-06
-1867,7.74189668666106e-06
-1866,9.87144989793247e-06
-1865,9.5128174500768e-06
-1864,5.86148533219508e-06
-1863,5.93046852474308e-06
-1862,9.72218958795073e-06
-1861,7.46364013499849e-06
-1860,5.08752680054193e-06
-1859,1.20766255276487e-05
-1858,3.34747831783823e-05
-1857,1.35282107644546e-05
-1856,1.4108166050155e-05
-1855,1.64417072666074e-05
-1854,7.0287813141514e-06
-1853,7.58118631075981e-06
-1852,1.35480322790706e-05
-1851,2.75519051894621e-06
-1850,2.26969444961368e-05
-1849,1.33823311878119e-05
-1848,8.02442876559211e-06
-1847,1.43408128110878e-05
-1846,1.23732790337946e-05
-1845,1.50425700579843e-05
-1844,1.579981981e-05
-1843,7.26124096979729e-06
-1842,8.53725754166424e-06
-1841,1.31564088568032e-05
-1840,1.51289131865437e-05
-1839,9.93105959313582e-06
-1838,1.1325339326367e-05
-1837,1.16432458182006e-05
-1836,8.54233074107574e-06
-1835,2.56866396590803e-05
-1834,1.5838534754573e-05
-1833,7.88617654190236e-06
-1832,1.10319538215951e-05
-1831,7.38999375343581e-06
-1830,2.80436803644696e-06
-1829,6.53395253880069e-06
-1828,9.31454552926448e-06
-1827,3.43833106745144e-05
-1826,1.65887778610885e-05
-1825,1.6013965048997e-05
-1824,1.87941612302348e-05
-1823,1.07462965801895e-05
-1822,2.23868573458882e-05
-1821,1.55216364259579e-05
-1820,5.28892852106291e-06
-1819,7.81681558259353e-05
-1818,1.83536599825322e-05
-1817,7.03146616614447e-06
-1816,2.02147635096266e-05
-1815,1.11281316144412e-05
-1814,1.12184039162497e-05
-1813,9.68013944484723e-06
-1812,4.63565229118866e-06
-1811,1.35330445380278e-05
-1810,1.02792826944802e-05
-1809,1.38015266370826e-05
-1808,1.21761764844033e-05
-1807,1.22963725186219e-05
-1806,2.33937664168268e-05
-1805,1.11017738619619e-05
-1804,7.41219265103908e-06
-1803,1.31007197857207e-05
-1802,5.06870716699311e-06
-1801,6.65302591826273e-06
-1800,7.64517802324114e-06
-1799,1.46107831658823e-05
-1798,8.66943288724416e-06
-1797,2.16589861857999e-05
-1796,1.4264468566727e-05
-1795,1.39884514142246e-05
-1794,1.86271074743601e-05
-1793,1.39844971164957e-05
-1792,9.63883828721519e-06
-1791,1.42540928703298e-05
-1790,2.3605641788738e-05
-1789,5.3678551862836e-06
-1788,3.00942539249253e-05
-1787,2.38658812867383e-05
-1786,9.58776848484557e-06
-1785,6.28561237622186e-06
-1784,1.55061997988932e-05
-1783,8.61598840479791e-06
-1782,9.1868124969396e-06
-1781,1.38380587902495e-05
-1780,2.35992230918027e-05
-1779,1.41866780243482e-05
-1778,1.2085396675845e-05
-1777,2.88059159377557e-05
-1776,6.05739154879594e-06
-1775,1.28575288517029e-05
-1774,1.87461062530493e-05
-1773,1.05489703226737e-05
-1772,1.65993410671215e-05
-1771,6.32110992138871e-06
-1770,1.3377090672703e-05
-1769,2.25724554032118e-05
-1768,1.33248219073915e-05
-1767,1.55205818775411e-05
-1766,3.43804992001223e-05
-1765,3.27537189821749e-05
-1764,1.65138209074762e-05
-1763,3.23011415167002e-05
-1762,2.78030793471732e-05
-1761,1.17273851905382e-05
-1760,1.31573031138974e-05
-1759,1.36494063010318e-05
-1758,1.00815311414073e-05
-1757,9.84641302427493e-06
-1756,1.99675930051364e-05
-1755,1.79663801835054e-05
-1754,2.54587705875065e-05
-1753,1.76122059893429e-05
-1752,8.74640873191729e-06
-1751,1.26158600103537e-05
-1750,3.31800445711579e-05
-1749,7.35967516186837e-06
-1748,3.15743620574603e-05
-1747,1.03305163765185e-05
-1746,2.14249807252455e-05
-1745,1.83007394952933e-05
-1744,1.33503710446403e-05
-1743,9.87625153739093e-06
-1742,2.32558499569144e-05
-1741,3.63597336497089e-05
-1740,1.72384704156437e-05
-1739,1.89752702771249e-05
-1738,2.2725123253314e-05
-1737,1.44034297377732e-05
-1736,1.62228615517747e-05
-1735,1.365466083382e-05
-1734,1.8758165789129e-05
-1733,1.2896378946632e-05
-1732,3.08768284929412e-05
-1731,1.75310139489703e-05
-1730,1.66005775570746e-05
-1729,2.63075549239658e-05
-1728,1.58517798901977e-05
-1727,1.36925951171411e-05
-1726,9.91424817673258e-06
-1725,9.22262605909884e-06
-1724,1.31313605611544e-05
-1723,1.24841545126231e-05
-1722,1.17926700642469e-05
-1721,1.1125994500317e-05
-1720,1.7293523220188e-05
-1719,2.55099940356813e-05
-1718,1.56633759455992e-05
-1717,1.67313800868461e-05
-1716,1.23460767879852e-05
-1715,1.47676399497498e-05
-1714,3.17310195051371e-05
-1713,2.24501025456541e-05
-1712,1.35540384866493e-05
-1711,6.4534297472977e-06
-1710,2.2874002319336e-05
-1709,1.56984574517071e-05
-1708,1.59151322111811e-05
-1707,1.80431490966331e-05
-1706,1.83586039222007e-05
-1705,2.4175032994587e-05
-1704,9.76651963608802e-06
-1703,2.36701400671722e-05
-1702,1.80281353155903e-05
-1701,2.69006519972744e-05
-1700,2.22464501345747e-05
-1699,1.29715281195156e-05
-1698,1.80248915271023e-05
-1697,1.08456202698621e-05
-1696,1.73515286890404e-05
-1695,1.13006411632931e-05
-1694,1.81232176226207e-05
-1693,1.65093876806467e-05
-1692,7.83155632153394e-06
-1691,1.54039092778796e-05
-1690,1.15727078166939e-05
-1689,9.79075385451691e-06
-1688,1.49384129824022e-05
-1687,4.77036042366089e-05
-1686,2.98207770169032e-05
-1685,1.61753723453276e-05
-1684,7.71236073586139e-06
-1683,1.406553872697e-05
-1682,1.21026715510311e-05
-1681,1.20897458549338e-05
-1680,1.119945455693e-05
-1679,8.38949484392423e-06
-1678,6.82172916942662e-06
-1677,1.53578392812031e-05
-1676,1.8270385562159e-05
-1675,1.79615049906333e-05
-1674,8.65948682715616e-06
-1673,1.14910452861953e-05
-1672,1.65078742648351e-05
-1671,1.44669654340634e-05
-1670,1.55379387801354e-05
-1669,1.39874436224791e-05
-1668,2.02688998596893e-05
-1667,2.33556605935371e-05
-1666,7.4643746212812e-06
-1665,1.97896221127098e-05
-1664,2.4216175800578e-05
-1663,1.3903196824862e-05
-1662,1.32499272786447e-05
-1661,9.60596805645024e-06
-1660,1.75569128232089e-05
-1659,1.00330297705366e-05
-1658,2.32102961232054e-05
-1657,1.64278689801799e-05
-1656,1.00526119590125e-05
-1655,1.62421773368783e-05
-1654,1.96320702381262e-05
-1653,1.48094701275163e-05
-1652,1.39542110937011e-05
-1651,1.18066180965423e-05
-1650,1.35529035349736e-05
-1649,1.98529592210448e-05
-1648,1.7429220176438e-05
-1647,1.81651409652043e-05
-1646,1.14304718862508e-05
-1645,1.92078105167142e-05
-1644,1.57309423033115e-05
-1643,1.64542877683096e-05
-1642,1.77917207857379e-05
-1641,2.48282625422797e-05
-1640,3.0584182461064e-05
-1639,1.87228944313588e-05
-1638,2.23816632243706e-05
-1637,1.56336105462321e-05
-1636,1.54930288852489e-05
-1635,1.32566006561392e-05
-1634,7.96491526169379e-06
-1633,2.06852465745788e-05
-1632,1.43237277472709e-05
-1631,1.9090177860118e-05
-1630,1.16508898508777e-05
-1629,2.18403196956572e-05
-1628,2.13344164850875e-05
-1627,1.16672585581071e-05
-1626,1.94220948896666e-05
-1625,1.60974389873482e-05
-1624,3.61739084851905e-05
-1623,8.82144363700858e-06
-1622,1.30805192732501e-05
-1621,2.49328364822875e-05
-1620,1.21938672175444e-05
-1619,2.40928854868362e-05
-1618,3.20844526087979e-05
-1617,8.02461303367667e-06
-1616,1.87540933269253e-05
-1615,1.07565394030322e-05
-1614,1.57226644402417e-05
-1613,2.66904524214186e-05
-1612,4.16258640433421e-05
-1611,1.03324495858065e-05
-1610,1.16467753986522e-05
-1609,1.80667473431322e-05
-1608,1.1251673210212e-05
-1607,1.1155571527622e-05
-1606,1.86534184442864e-05
-1605,1.56412529761396e-05
-1604,1.79682789380219e-05
-1603,1.41138991886812e-05
-1602,1.24173526344444e-05
-1601,1.94753446691486e-05
-1600,8.75320368483728e-06
-1599,2.12528861088997e-05
-1598,3.18392651148096e-05
-1597,1.93712013106483e-05
-1596,1.89635208526163e-05
-1595,1.18938639103084e-05
-1594,2.15321783295715e-05
-1593,2.32581832595434e-05
-1592,2.51567220855416e-05
-1591,1.65841245716019e-05
-1590,1.86941948811758e-05
-1589,1.77356610978148e-05
-1588,4.22555790991776e-05
-1587,9.91717277923111e-06
-1586,3.73640988250425e-05
-1585,1.57688234236389e-05
-1584,1.50887926133099e-05
-1583,7.00339691178529e-06
-1582,9.31064480597655e-06
-1581,1.48407677607293e-05
-1580,8.8184122017949e-06
-1579,1.81961068786689e-05
-1578,1.78841691613918e-05
-1577,8.25999187372595e-06
-1576,1.13014156677948e-05
-1575,3.4510330066178e-05
-1574,1.25205128538214e-05
-1573,1.38169189214483e-05
-1572,1.12096067975205e-05
-1571,2.4704033345319e-05
-1570,2.41610129759804e-05
-1569,1.20572053645395e-05
-1568,2.82832470629091e-05
-1567,1.05028689050331e-05
-1566,1.12530160145326e-05
-1565,3.5077715118321e-05
-1564,2.30130573009942e-05
-1563,3.03175863044433e-05
-1562,1.50459488028778e-05
-1561,1.75988525845e-05
-1560,2.97676552586554e-05
-1559,1.3502135660508e-05
-1558,1.54558864480581e-05
-1557,2.36635923187809e-05
-1556,2.58761092276758e-05
-1555,1.47733122087523e-05
-1554,1.72917345722186e-05
-1553,1.56674053274094e-05
-1552,2.71244532740415e-05
-1551,1.85842465754583e-05
-1550,1.53647739185507e-05
-1549,1.85145543805242e-05
-1548,2.4725251317983e-05
-1547,3.89364112528556e-05
-1546,1.53079845321429e-05
-1545,1.67368213476414e-05
-1544,2.5784948562418e-05
-1543,1.87828137935467e-05
-1542,1.33645124842568e-05
-1541,2.08326862274317e-05
-1540,1.12819138429615e-05
-1539,1.62593945870686e-05
-1538,2.69034498907078e-05
-1537,2.88125460528873e-05
-1536,1.41401028017216e-05
-1535,2.2863186256003e-05
-1534,2.20790767146168e-05
-1533,2.35455167842686e-05
-1532,1.82531741273014e-05
-1531,1.87980252805381e-05
-1530,2.29496880239509e-05
-1529,1.4229256706659e-05
-1528,2.69115022852278e-05
-1527,1.61574528022442e-05
-1526,2.22807836769943e-05
-1525,3.62077944277749e-05
-1524,2.85268722639055e-05
-1523,2.65732524714389e-05
-1522,2.5026421867146e-05
-1521,1.449530637864e-05
-1520,1.46265187085856e-05
-1519,1.46913371831593e-05
-1518,2.4504595708236e-05
-1517,1.95063025176326e-05
-1516,2.16033157053591e-05
-1515,2.83337652686196e-05
-1514,1.87001730785946e-05
-1513,1.28370530228384e-05
-1512,2.97992600082824e-05
-1511,2.63010362314215e-05
-1510,1.85489698138448e-05
-1509,1.83106550801491e-05
-1508,2.27135481975442e-05
-1507,2.6453065460241e-05
-1506,1.96671817124687e-05
-1505,2.19611386032998e-05
-1504,2.38086456985758e-05
-1503,1.78750126964883e-05
-1502,2.32653085006144e-05
-1501,3.43382477435146e-05
-1500,2.66569454095315e-05
-1499,2.02728909047625e-05
-1498,2.3594841365031e-05
-1497,1.84599542955316e-05
-1496,2.10486136535991e-05
-1495,2.04439191299881e-05
-1494,3.52933146116302e-05
-1493,2.71987967205172e-05
-1492,3.4413497297667e-05
-1491,1.79353146724924e-05
-1490,1.89611090096494e-05
-1489,2.1905231199494e-05
-1488,1.98782103245087e-05
-1487,4.42499576319254e-05
-1486,3.51368103665024e-05
-1485,1.49036096074116e-05
-1484,1.73694260784648e-05
-1483,2.34948923885247e-05
-1482,2.53055442240807e-05
-1481,2.35774590065364e-05
-1480,1.91998572634089e-05
-1479,2.09362223456438e-05
-1478,2.17906399553043e-05
-1477,1.37425273048368e-05
-1476,2.56440020659418e-05
-1475,4.26367451583905e-05
-1474,3.28558483671302e-05
-1473,2.25531473674132e-05
-1472,2.71343708069459e-05
-1471,1.91385002773648e-05
-1470,1.78497727679352e-05
-1469,2.74633134023101e-05
-1468,2.52530188315017e-05
-1467,1.70716094613638e-05
-1466,1.55069177887321e-05
-1465,1.9287527564737e-05
-1464,1.97416167105884e-05
-1463,2.09029191479223e-05
-1462,1.53314203283553e-05
-1461,4.09590465201935e-05
-1460,2.98006915523799e-05
-1459,2.22550515630166e-05
-1458,3.10860634680282e-05
-1457,3.26996647895407e-05
-1456,2.61366742346921e-05
-1455,2.03878418199661e-05
-1454,4.73865693130019e-05
-1453,1.34958092657196e-05
-1452,2.60294499236373e-05
-1451,2.41626766136309e-05
-1450,2.33705762377183e-05
-1449,1.99243578839497e-05
-1448,2.42793954327544e-05
-1447,2.23602739861333e-05
-1446,2.23518729522042e-05
-1445,2.34683138215223e-05
-1444,2.18258743658005e-05
-1443,2.38717450051598e-05
-1442,2.31024425896295e-05
-1441,3.06846010817209e-05
-1440,3.08217219783272e-05
-1439,3.77025755158034e-05
-1438,3.29125324724469e-05
-1437,2.6699642888846e-05
-1436,2.28589200689808e-05
-1435,1.50463245354138e-05
-1434,2.58234832240738e-05
-1433,1.91596096013887e-05
-1432,3.27812550980987e-05
-1431,2.88091358158061e-05
-1430,2.12245960371385e-05
-1429,6.44629391436869e-05
-1428,1.93096096733693e-05
-1427,2.20967452286169e-05
-1426,3.90555337983939e-05
-1425,2.71947251020376e-05
-1424,4.63513578041989e-05
-1423,2.56324167990413e-05
-1422,2.68343905632646e-05
-1421,3.17471262098181e-05
-1420,4.24353068069802e-05
-1419,1.89040666708432e-05
-1418,1.63868731932472e-05
-1417,1.96538710953987e-05
-1416,1.06875069543423e-05
-1415,2.89229147852541e-05
-1414,2.62734516893615e-05
-1413,3.36222124443844e-05
-1412,2.19453371641873e-05
-1411,2.14304509561682e-05
-1410,3.34896494458352e-05
-1409,2.00272595454799e-05
-1408,1.06217070556376e-05
-1407,1.72417488358498e-05
-1406,2.14018831400914e-05
-1405,2.07375302111961e-05
-1404,1.89464605812079e-05
-1403,6.99796232994219e-05
-1402,2.58760855457564e-05
-1401,2.82629236615135e-05
-1400,2.59069017784659e-05
-1399,2.9969400921237e-05
-1398,4.60278903221788e-05
-1397,2.98527093149127e-05
-1396,2.78711468818196e-05
-1395,2.82460325490292e-05
-1394,2.38285569414572e-05
-1393,3.35126233056499e-05
-1392,5.94092177428597e-05
-1391,3.92068500334515e-05
-1390,2.73442031763229e-05
-1389,2.92629443225855e-05
-1388,3.22790513971638e-05
-1387,1.91110036270733e-05
-1386,2.16695115430432e-05
-1385,1.86541325781065e-05
-1384,2.53063028520127e-05
-1383,2.33624913441917e-05
-1382,1.88542137610963e-05
-1381,3.04444641946532e-05
-1380,2.16181621753695e-05
-1379,2.33990675337704e-05
-1378,1.30145664147111e-05
-1377,2.37247898262667e-05
-1376,2.49574338977727e-05
-1375,3.13021980674863e-05
-1374,1.98987709940732e-05
-1373,2.69529493067118e-05
-1372,2.531421043869e-05
-1371,2.8517355571387e-05
-1370,3.52833466532264e-05
-1369,2.94180995593293e-05
-1368,2.91858399311931e-05
-1367,2.50561269737175e-05
-1366,1.95218418457689e-05
-1365,2.14918541802984e-05
-1364,4.5928062072299e-05
-1363,2.82379366216938e-05
-1362,3.16594939320564e-05
-1361,1.71243775298489e-05
-1360,4.19964967319319e-05
-1359,2.81912008902009e-05
-1358,2.56235000044377e-05
-1357,4.05075715287772e-05
-1356,2.41829640326843e-05
-1355,4.01321481452999e-05
-1354,3.2125226150404e-05
-1353,2.95263783138034e-05
-1352,3.44400123342589e-05
-1351,2.79585567903209e-05
-1350,2.16793602799218e-05
-1349,3.82064498043519e-05
-1348,3.03702917809206e-05
-1347,3.56180483748198e-05
-1346,2.66493507799004e-05
-1345,3.26959645731054e-05
-1344,2.01212256343724e-05
-1343,2.10973939398279e-05
-1342,2.26965717471866e-05
-1341,3.42780735886034e-05
-1340,2.99621209528994e-05
-1339,2.31646368730807e-05
-1338,3.08612290849338e-05
-1337,3.92028027032031e-05
-1336,2.13816756261543e-05
-1335,4.67743979680123e-05
-1334,4.17047027789216e-05
-1333,4.80512419157136e-05
-1332,2.77501838525914e-05
-1331,3.40399519720967e-05
-1330,2.76335862003088e-05
-1329,2.49292706109099e-05
-1328,3.00237326191221e-05
-1327,2.97009162799819e-05
-1326,2.52703826114887e-05
-1325,2.22738725223293e-05
-1324,4.39790545880941e-05
-1323,3.11023294644803e-05
-1322,3.41135430173781e-05
-1321,3.30772474175546e-05
-1320,3.5258301170785e-05
-1319,2.1399063064313e-05
-1318,4.14362143277703e-05
-1317,3.1903722436684e-05
-1316,2.78769733548192e-05
-1315,3.50591026301382e-05
-1314,1.71121325250517e-05
-1313,3.63350237864894e-05
-1312,2.06793034104651e-05
-1311,6.2042936903955e-05
-1310,3.79988478344603e-05
-1309,2.58047792208119e-05
-1308,3.59406674668175e-05
-1307,3.5955070093954e-05
-1306,3.61838237851062e-05
-1305,4.81215776883227e-05
-1304,3.23121511249122e-05
-1303,4.60144191149683e-05
-1302,3.2225674003064e-05
-1301,4.47916697034834e-05
-1300,2.75739946560955e-05
-1299,2.40604011836188e-05
-1298,4.41858848177938e-05
-1297,2.95150158402944e-05
-1296,2.61371412629042e-05
-1295,4.39432381703265e-05
-1294,2.62148346518438e-05
-1293,2.64262018344209e-05
-1292,1.81571574511706e-05
-1291,1.94366685912642e-05
-1290,2.11278960498651e-05
-1289,4.22973295457425e-05
-1288,2.92202980488539e-05
-1287,3.57070402302606e-05
-1286,3.11842061735845e-05
-1285,2.8764235378522e-05
-1284,4.10388716368964e-05
-1283,2.03389162219386e-05
-1282,4.37861969027255e-05
-1281,3.03551937638533e-05
-1280,7.78389223669591e-05
-1279,3.33467846865367e-05
-1278,3.30258561829309e-05
-1277,4.03981737960618e-05
-1276,3.75086456560284e-05
-1275,2.68141617569106e-05
-1274,3.14547609118802e-05
-1273,5.19282460365536e-05
-1272,3.87134039499563e-05
-1271,3.75873083002938e-05
-1270,3.16512017927792e-05
-1269,3.05387055399328e-05
-1268,5.41441918754037e-05
-1267,3.2054812918681e-05
-1266,4.15646327438284e-05
-1265,5.47322339765633e-05
-1264,3.85540503228956e-05
-1263,3.48883806641867e-05
-1262,4.73777862398375e-05
-1261,3.36048088324939e-05
-1260,6.21558337019611e-05
-1259,3.25906321849749e-05
-1258,2.77756696487674e-05
-1257,2.93610466767975e-05
-1256,8.63248399801687e-05
-1255,2.88365313088801e-05
-1254,2.19336537409097e-05
-1253,3.84084308341558e-05
-1252,5.82530100973174e-05
-1251,3.42719604270433e-05
-1250,4.97647046775649e-05
-1249,2.8583602705458e-05
-1248,2.07268372104815e-05
-1247,3.024100264374e-05
-1246,3.51332614048734e-05
-1245,3.72917828986134e-05
-1244,1.99797099724501e-05
-1243,3.07787966290151e-05
-1242,4.48438911348652e-05
-1241,5.13548459739574e-05
-1240,4.86916808666042e-05
-1239,3.41881822389016e-05
-1238,3.89259570974613e-05
-1237,4.34903362106411e-05
-1236,7.50516166943032e-05
-1235,2.82016334562536e-05
-1234,4.43494439827287e-05
-1233,3.20157141565847e-05
-1232,4.11940710119916e-05
-1231,1.58008058348945e-05
-1230,2.53540510168038e-05
-1229,2.44439185979692e-05
-1228,2.97726406712178e-05
-1227,2.68444906586985e-05
-1226,3.39210957911277e-05
-1225,4.0747190454547e-05
-1224,4.12561955870605e-05
-1223,1.62785266579366e-05
-1222,3.02649718690925e-05
-1221,4.24565538204212e-05
-1220,3.37142855060933e-05
-1219,3.53624194498481e-05
-1218,3.40615359035228e-05
-1217,3.09599211852538e-05
-1216,4.78053977857954e-05
-1215,3.94201295952677e-05
-1214,3.64222344519399e-05
-1213,3.81109050500322e-05
-1212,2.83807684886339e-05
-1211,3.77833829973301e-05
-1210,4.33955629138406e-05
-1209,4.25722903144739e-05
-1208,3.11454403283169e-05
-1207,3.01224656243198e-05
-1206,2.64502018240576e-05
-1205,5.24915406100288e-05
-1204,2.74802918886739e-05
-1203,4.31029569508789e-05
-1202,4.84002812858806e-05
-1201,4.99657061916536e-05
-1200,2.93673392839465e-05
-1199,5.31539593404588e-05
-1198,4.89175367829275e-05
-1197,3.37900873381521e-05
-1196,3.32797638862033e-05
-1195,2.97061111807598e-05
-1194,6.49805295706148e-05
-1193,3.5986424175359e-05
-1192,5.04030649442252e-05
-1191,5.57189462320639e-05
-1190,3.56796162734224e-05
-1189,3.0228284209096e-05
-1188,4.25662537618624e-05
-1187,3.68793373943216e-05
-1186,2.52907803401224e-05
-1185,2.37684497340839e-05
-1184,4.11641436065342e-05
-1183,3.56742154144629e-05
-1182,2.68761600487175e-05
-1181,5.37134182575603e-05
-1180,2.39531870075036e-05
-1179,3.44044056194024e-05
-1178,3.42561451977482e-05
-1177,4.75653766835115e-05
-1176,5.40611675011467e-05
-1175,4.85769778682894e-05
-1174,3.07353490402201e-05
-1173,3.64172215106717e-05
-1172,4.45892639343201e-05
-1171,4.99572035104614e-05
-1170,6.19639771411548e-05
-1169,3.48909850743518e-05
-1168,4.79219407011143e-05
-1167,5.00874725071851e-05
-1166,5.85028146664576e-05
-1165,5.05209303637544e-05
-1164,3.17373865041603e-05
-1163,4.05835521786196e-05
-1162,4.58791316740499e-05
-1161,5.80225841754433e-05
-1160,4.01504086505795e-05
-1159,1.99835847063792e-05
-1158,5.07633542853909e-05
-1157,5.67294624017095e-05
-1156,5.78476470259235e-05
-1155,4.91617005223996e-05
-1154,4.0158629350171e-05
-1153,4.39170635525732e-05
-1152,4.41578639365549e-05
-1151,4.99620098924866e-05
-1150,5.45306677459986e-05
-1149,5.83696704658864e-05
-1148,4.84945959623667e-05
-1147,4.91191274296653e-05
-1146,5.30836132099256e-05
-1145,6.21747514654977e-05
-1144,3.64840258483565e-05
-1143,3.23924758286131e-05
-1142,4.88259172718495e-05
-1141,6.5745477435954e-05
-1140,8.13090855576823e-05
-1139,7.08411266035706e-05
-1138,4.06912995464335e-05
-1137,3.29118261454761e-05
-1136,5.61658250714908e-05
-1135,5.6762753599212e-05
-1134,5.62729379444019e-05
-1133,6.36086516015434e-05
-1132,4.45084260134496e-05
-1131,5.88116034925806e-05
-1130,4.71963238799603e-05
-1129,4.41417533608324e-05
-1128,6.25977028775823e-05
-1127,4.44321753583899e-05
-1126,4.17745154193937e-05
-1125,4.68637165074511e-05
-1124,6.22113344377027e-05
-1123,5.75587318463947e-05
-1122,3.79894831680612e-05
-1121,7.15765509316258e-05
-1120,5.10864438487832e-05
-1119,5.0895288091621e-05
-1118,7.44470963679968e-05
-1117,5.23484718303337e-05
-1116,5.25604229913799e-05
-1115,6.59567542357354e-05
-1114,5.28042348849537e-05
-1113,5.54423360900805e-05
-1112,5.70319440938466e-05
-1111,6.5271865482957e-05
-1110,3.36582627090743e-05
-1109,4.96744639522355e-05
-1108,4.94691099448225e-05
-1107,4.69803163002688e-05
-1106,6.1472788963837e-05
-1105,6.94836776031618e-05
-1104,7.29422645167552e-05
-1103,7.38340234688573e-05
-1102,6.48345369172812e-05
-1101,6.27656978068495e-05
-1100,6.83987153881458e-05
-1099,6.34262026978652e-05
-1098,4.33079298817536e-05
-1097,6.4462290577505e-05
-1096,6.40391731292601e-05
-1095,8.15913730664782e-05
-1094,7.05398990040515e-05
-1093,6.91132133803309e-05
-1092,5.46315649052721e-05
-1091,5.0560252123206e-05
-1090,6.95044373839659e-05
-1089,6.02692694866316e-05
-1088,9.85838440949008e-05
-1087,6.76918235157554e-05
-1086,6.72096325822064e-05
-1085,0.000111923848872883
-1084,4.65573181743923e-05
-1083,6.67419410784727e-05
-1082,7.0627433853551e-05
-1081,7.5326835881375e-05
-1080,5.21427030980835e-05
-1079,7.29230304175219e-05
-1078,6.97986025827808e-05
-1077,6.73635638246441e-05
-1076,7.81735265816528e-05
-1075,7.52132663760597e-05
-1074,5.81025848500472e-05
-1073,6.91080052629788e-05
-1072,5.7651574912158e-05
-1071,7.02876446674872e-05
-1070,4.61900286479108e-05
-1069,4.9604158153876e-05
-1068,6.33655222615403e-05
-1067,5.48492352598625e-05
-1066,5.30599015075917e-05
-1065,5.65250816650581e-05
-1064,8.47548490178538e-05
-1063,5.22352412205447e-05
-1062,6.01754625528599e-05
-1061,5.46220513086304e-05
-1060,6.62922925524685e-05
-1059,6.34339475006028e-05
-1058,5.00219977853763e-05
-1057,4.97543389795188e-05
-1056,5.40265609481296e-05
-1055,6.11882151576993e-05
-1054,7.94614406174092e-05
